rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,608369,Corey Seager,TEX,TOR,2026-06-28T17:37:00Z,Pre-Game,3,Shane Bieber,669456,R,74.1,Tier 2,Watch List,"Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge",60.1,91.6,53.9,96.6,80.0,69.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 24.3% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,15.44,47.02,91.57,102.401,0.4871,0.242,0.3552,72.11,16.23,42.81,30.22,13.3,0.2013,24.27,55.62,93.76,0.9074,0.5008,40.59,L To R,72,Rogers Centre,
2,607043,Brandon Nimmo,TEX,TOR,2026-06-28T17:37:00Z,Pre-Game,4,Shane Bieber,669456,R,71.2,Tier 2,Watch List,"Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge",55.9,91.6,53.9,94.9,80.0,43.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","platoon edge; pitcher baseline 24.3% barrel, 4.5 HR allowed",EV profile; pitcher allows elevated contact,11.81,52.09,92.39,102.4704,0.4946,0.2132,0.3637,72.51,27.97,30.93,28.29,13.1,0.1635,24.27,55.62,93.76,0.9074,0.5008,40.59,L To R,72,Rogers Centre,
3,592626,Joc Pederson,TEX,TOR,2026-06-28T17:37:00Z,Pre-Game,1,Shane Bieber,669456,R,69.7,Tier 3,Watch List,"Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",46.7,91.6,53.9,93.2,80.0,78.4,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 24.3% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.41,48.23,91.83,101.8386,0.4231,0.1796,0.3409,72.35,23.26,41.36,27.65,11.1,0.1946,24.27,55.62,93.76,0.9074,0.5008,40.59,L To R,72,Rogers Centre,
4,656941,Kyle Schwarber,PHI,NYM,2026-06-28T17:40:00Z,Pre-Game,2,Cionel Pérez,672335,L,69.3,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",83.2,54.3,38.3,100.0,50.0,91.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 4.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,20.59,54.63,93.67,104.5272,0.5537,0.3043,0.3919,77.16,76.33,56.38,35.98,37.1,0.3286,9.69,47.77,91.37,0.4675,0.1999,19.95,In From RF,79,Citi Field,
5,670541,Yordan Alvarez,HOU,DET,2026-06-28T17:40:00Z,Pre-Game,2,Jack Flaherty,656427,R,68.7,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",84.1,51.0,40.6,100.0,80.0,28.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","platoon edge; pitcher baseline 9.0% barrel, 12.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.16,53.04,94.42,105.0107,0.6617,0.3399,0.4511,75.96,60.41,40.11,36.52,19.3,0.2606,9.04,47.23,90.89,0.4088,0.1646,29.1,In From LF,74,Comerica Park,
6,699013,Esmerlyn Valdez,PIT,CIN,2026-06-28T17:35:00Z,Pre-Game,6,Brady Singer,663903,R,66.5,Tier 3,Watch List,"Elite Power, Strong Barrel",89.4,57.0,32.3,76.2,50.0,66.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 17.6 HR allowed",EV profile; pitcher fly-ball pressure modest,30.0,65.0,94.7,104.5784,0.522,0.329,0.318,75.2,50.7,15.0,50.0,4.0,0.368,10.45,40.49,90.93,0.4601,0.1954,28.61,In From CF,76,PNC Park,
7,624413,Pete Alonso,BAL,WSH,2026-06-28T17:35:00Z,Pre-Game,4,Zack Littell,641793,R,66.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot",69.2,69.5,44.1,94.9,50.0,46.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","same-side matchup; pitcher baseline 10.9% barrel, 25.5 HR allowed",EV profile; pitcher allows elevated contact,14.49,54.19,93.99,103.8497,0.5356,0.2619,0.3818,74.88,49.41,37.55,30.18,24.0,0.2289,10.88,44.96,91.81,0.5203,0.2376,33.4,In From RF,80,Oriole Park at Camden Yards,
8,669394,Jake Burger,TEX,TOR,2026-06-28T17:37:00Z,Pre-Game,5,Shane Bieber,669456,R,66.2,Tier 3,Watch List,"Strong Barrel, Pitcher Vulnerable, Hot Hitter/Streak",47.4,91.6,53.9,86.4,50.0,77.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 24.3% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.17,46.89,90.26,102.8113,0.4304,0.1865,0.317,74.95,53.92,42.09,27.06,14.6,0.1893,24.27,55.62,93.76,0.9074,0.5008,40.59,L To R,72,Rogers Centre,
9,669065,Kyle Stowers,MIA,STL,2026-06-28T18:15:00Z,Pre-Game,3,Kyle Leahy,681517,R,65.7,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",56.4,59.7,65.6,96.6,80.0,44.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","platoon edge; pitcher baseline 11.3% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.15,52.07,90.75,102.6651,0.4621,0.216,0.3428,74.93,50.58,45.78,28.28,13.1,0.2126,11.27,48.65,91.27,0.4723,0.1894,22.61,Out To LF,91,Busch Stadium,
10,691406,Junior Caminero,TB,AZ,2026-06-28T17:40:00Z,Pre-Game,3,Merrill Kelly,518876,R,65.4,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",62.3,69.2,41.1,96.6,50.0,81.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,6,Hot streak: 6 HR in last 7 games,"same-side matchup; pitcher baseline 12.9% barrel, 17.4 HR allowed",EV profile; pitcher fly-ball pressure modest,13.23,51.75,93.03,105.3682,0.4912,0.2236,0.3607,79.55,87.12,44.54,23.07,28.2,0.2549,12.87,43.01,90.06,0.529,0.2412,27.62,None,72,Tropicana Field,
11,701762,Nick Kurtz,ATH,LAA,2026-06-28T19:15:00Z,Pre-Game,2,Sam Aldegheri,691951,L,64.8,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",78.0,41.7,64.2,95.5,50.0,32.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","same-side matchup; pitcher baseline 9.1% barrel, 3.7 HR allowed",EV profile; pitcher allows elevated contact,18.71,56.35,93.89,105.6679,0.5216,0.2668,0.3867,77.9,78.86,34.32,30.42,24.1,0.2716,9.06,34.63,87.6,0.4473,0.1791,33.16,Out To LF,70,Angel Stadium,
12,696135,Kahlil Watson,CLE,SEA,2026-06-28T17:40:00Z,Pre-Game,5,Emerson Hancock,676106,R,64.5,Tier 3,Watch List,"Strong Barrel, Platoon Edge",71.2,54.2,42.1,86.4,80.0,48.1,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 12.9 HR allowed",EV profile; pitcher fly-ball pressure modest,16.7,50.0,95.4,101.0248,0.492,0.263,0.316,73.6,30.8,27.8,33.3,1.0,0.179,9.66,43.97,90.19,0.461,0.1934,27.89,In From RF,81,Progressive Field,
13,660271,Shohei Ohtani,LAD,SD,2026-06-28T20:10:00Z,Scheduled,1,Michael King,650633,R,63.8,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",82.4,43.5,22.6,88.7,80.0,63.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.0% barrel, 10.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.88,55.97,94.34,104.4919,0.5951,0.3057,0.4201,75.03,52.8,48.94,32.62,28.4,0.2742,10.0,36.98,87.73,0.4242,0.1765,25.23,,,Petco Park,
14,695578,James Wood,WSH,BAL,2026-06-28T17:35:00Z,Pre-Game,1,Kyle Bradish,680694,R,63.5,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",83.4,37.8,44.1,93.2,80.0,0.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,29,0,"Last 7 games: 3/29, 0 HR","platoon edge; pitcher baseline 9.3% barrel, 8.6 HR allowed",EV profile; pitcher fly-ball pressure modest,20.95,58.54,95.0,106.2886,0.5567,0.2911,0.3974,76.28,64.1,29.42,27.25,23.3,0.2393,9.29,38.41,88.96,0.369,0.1436,21.68,In From RF,80,Oriole Park at Camden Yards,
15,666018,Jonathan Aranda,TB,AZ,2026-06-28T17:40:00Z,Pre-Game,2,Merrill Kelly,518876,R,63.4,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",49.4,69.2,41.1,100.0,80.0,63.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,25,1,Contact streak: 11/25 over last 7 games,"platoon edge; pitcher baseline 12.9% barrel, 17.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.08,47.78,91.46,101.4372,0.4765,0.2023,0.3729,70.22,12.65,30.96,29.36,13.3,0.1786,12.87,43.01,90.06,0.529,0.2412,27.62,None,72,Tropicana Field,
16,672960,Kazuma Okamoto,TOR,TEX,2026-06-28T17:37:00Z,Pre-Game,4,Kumar Rocker,677958,R,61.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",60.3,47.5,53.9,94.9,50.0,94.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 8.9% barrel, 8.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.9,50.0,92.2,102.906,0.452,0.228,0.332,73.2,36.3,51.1,31.9,19.0,0.232,8.86,44.56,90.15,0.4451,0.1752,21.25,L To R,72,Rogers Centre,
17,696100,Hunter Goodman,COL,MIN,2026-06-28T18:10:00Z,Pre-Game,3,Connor Prielipp,687570,L,61.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",62.3,47.0,35.6,96.6,78.0,71.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,16.19,46.69,91.22,102.9854,0.4765,0.2399,0.3303,75.03,49.77,49.4,32.69,26.8,0.2805,9.8,40.0,90.4,0.414,0.175,26.1,In From RF,67,Target Field,
18,664040,Brandon Lowe,PIT,CIN,2026-06-28T17:35:00Z,Pre-Game,2,Brady Singer,663903,R,61.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",55.5,57.0,32.3,100.0,80.0,62.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.79,46.46,90.89,101.6503,0.4794,0.2282,0.3448,73.69,39.14,46.16,34.04,23.3,0.2546,10.45,40.49,90.93,0.4601,0.1954,28.61,In From CF,76,PNC Park,
19,665052,Griffin Conine,MIA,STL,2026-06-28T18:15:00Z,Pre-Game,6,Kyle Leahy,681517,R,61.2,Tier 3,Watch List,"Strong Barrel, Platoon Edge",53.5,59.7,65.6,76.2,80.0,31.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","platoon edge; pitcher baseline 11.3% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.8,50.76,88.87,104.4555,0.4738,0.2061,0.355,74.19,43.2,42.18,19.07,2.0,0.1895,11.27,48.65,91.27,0.4723,0.1894,22.61,Out To LF,91,Busch Stadium,
20,694212,Samuel Basallo,BAL,WSH,2026-06-28T17:35:00Z,Pre-Game,5,Zack Littell,641793,R,61.1,Tier 3,Watch List,"Strong Barrel, Platoon Edge",48.4,69.5,44.1,86.4,80.0,52.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.9% barrel, 25.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.07,44.54,90.64,102.7471,0.4429,0.198,0.3225,75.08,51.89,42.6,29.05,9.6,0.1916,10.88,44.96,91.81,0.5203,0.2376,33.4,In From RF,80,Oriole Park at Camden Yards,
