rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,656941,Kyle Schwarber,PHI,TOR,2026-08-09T17:35:00Z,Pre-Game,1,Shane Bieber,669456,R,72.6,Tier 2,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",75.5,63.4,78.8,93.2,80.0,8.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","platoon edge; pitcher baseline 11.2% barrel, 7.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.07,54.0,93.39,104.5014,0.511,0.2721,0.3744,77.09,75.0,54.56,32.97,39.9,0.2894,11.18,46.31,90.54,0.5266,0.2327,24.98,Out To RF,89,Citizens Bank Park,
2,547180,Bryce Harper,PHI,TOR,2026-08-09T17:35:00Z,Pre-Game,3,Shane Bieber,669456,R,69.5,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",53.5,63.4,78.8,96.6,80.0,80.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 11.2% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.81,45.61,90.53,102.0342,0.5067,0.2331,0.3827,74.31,46.34,38.33,27.87,25.6,0.2407,11.18,46.31,90.54,0.5266,0.2327,24.98,Out To RF,89,Citizens Bank Park,
3,700250,Ben Rice,NYY,ATL,2026-08-09T17:35:00Z,Pre-Game,2,Grant Holmes,656550,R,68.4,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",65.1,51.9,82.2,100.0,80.0,18.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,1,"Last 7 games: 2/22, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 17.4 HR allowed",EV profile; pitcher fly-ball pressure modest,15.68,50.43,92.39,102.5777,0.5229,0.2534,0.3791,72.84,28.01,45.94,29.9,30.2,0.2762,9.54,42.32,90.59,0.4245,0.1775,27.88,Out To RF,90,Yankee Stadium,
4,621566,Matt Olson,ATL,NYY,2026-08-09T17:35:00Z,Pre-Game,3,Cam Schlittler,693645,R,68.1,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",67.2,35.8,82.2,96.6,80.0,85.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 11.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.17,51.34,92.81,103.9083,0.5109,0.2622,0.3621,74.53,47.54,38.07,32.78,31.8,0.2603,8.13,39.57,88.44,0.3546,0.1372,27.23,Out To RF,90,Yankee Stadium,
5,676475,Alec Burleson,STL,COL,2026-08-09T18:15:00Z,Pre-Game,3,Michael Lorenzen,547179,R,65.8,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",53.1,54.4,69.6,96.6,80.0,80.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.1% barrel, 19.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.9,47.2,91.56,101.8793,0.5144,0.2263,0.3702,73.07,32.32,44.03,27.82,18.0,0.1837,9.08,44.24,90.56,0.4713,0.1847,25.87,Out To LF,93,Busch Stadium,
6,682987,Spencer Jones,NYY,ATL,2026-08-09T17:35:00Z,Pre-Game,6,Grant Holmes,656550,R,65.5,Tier 3,Watch List,"Strong Barrel, Good Environment, Platoon Edge",65.6,51.9,82.2,76.2,80.0,23.4,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 17.4 HR allowed",EV profile; pitcher fly-ball pressure modest,13.0,58.8,94.1,103.6166,0.438,0.209,0.324,77.8,79.5,29.0,37.7,5.0,0.183,9.54,42.32,90.59,0.4245,0.1775,27.88,Out To RF,90,Yankee Stadium,
7,694673,Abimelec Ortiz,WSH,CIN,2026-08-09T16:15:00Z,Pre-Game,2,Brady Singer,663903,R,65.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",67.4,50.6,52.7,100.0,80.0,31.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,1,"Last 7 games: 4/19, 1 HR","platoon edge; pitcher baseline 9.1% barrel, 20.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.3,46.7,91.4,101.1312,0.541,0.291,0.35,76.3,66.7,53.3,46.7,1.0,0.21,9.05,40.84,90.51,0.4335,0.1744,27.63,L To R,82,Nationals Park,
8,671277,Luis García Jr.,NYY,ATL,2026-08-09T17:35:00Z,Pre-Game,4,Grant Holmes,656550,R,64.8,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",49.6,51.9,82.2,94.9,80.0,63.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 17.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.31,45.38,91.04,101.734,0.4959,0.2093,0.3502,73.59,38.01,41.22,21.91,21.6,0.2398,9.54,42.32,90.59,0.4245,0.1775,27.88,Out To RF,90,Yankee Stadium,
9,695506,Jac Caglianone,KC,CHC,2026-08-09T18:10:00Z,Pre-Game,3,Matthew Boyd,571510,L,64.3,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Hot Hitter/Streak",60.3,43.6,72.7,96.6,50.0,100.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.6% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.89,51.64,91.99,104.9405,0.4884,0.222,0.3497,77.4,75.81,43.79,22.4,16.1,0.194,9.56,38.56,88.43,0.419,0.1636,26.13,Out To CF,91,Kauffman Stadium,
10,660670,Ronald Acuña Jr.,ATL,NYY,2026-08-09T17:35:00Z,Pre-Game,2,Cam Schlittler,693645,R,64.1,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Hot Hitter/Streak",62.3,35.8,82.2,100.0,50.0,82.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,30,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.79,47.88,91.02,102.8632,0.5147,0.2531,0.3851,75.98,62.88,37.0,28.65,14.7,0.2063,8.13,39.57,88.44,0.3546,0.1372,27.23,Out To RF,90,Yankee Stadium,
