rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,670541,Yordan Alvarez,HOU,LAA,2026-07-28T01:38:00Z,Pre-Game,2,Walbert Ureña,700712,R,67.2,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",85.1,13.5,67.7,100.0,80.0,91.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 5.0% barrel, 5.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.3,53.25,94.63,105.1192,0.6624,0.3434,0.449,76.1,62.02,41.79,37.08,25.6,0.2711,5.0,33.2,86.9,0.292,0.091,22.0,Out To CF,83,Angel Stadium,
2,545361,Mike Trout,LAA,HOU,2026-07-28T01:38:00Z,Pre-Game,2,Tatsuya Imai,837227,R,65.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot",66.9,53.0,67.7,100.0,50.0,36.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,0,Contact streak: 8/22 over last 7 games,"same-side matchup; pitcher baseline 10.9% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,17.69,48.04,90.55,103.3641,0.5167,0.2628,0.3902,74.77,49.41,39.73,32.33,20.4,0.2168,10.9,45.6,89.9,0.412,0.183,25.9,Out To CF,83,Angel Stadium,
3,805811,Bryce Eldridge,SF,MIL,2026-07-28T01:45:00Z,Pre-Game,3,Brandon Sproat,687075,R,63.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",73.1,36.9,55.8,96.6,80.0,19.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","platoon edge; pitcher baseline 7.2% barrel, 11.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.67,58.79,93.43,103.5573,0.4946,0.2617,0.365,73.11,29.63,41.7,38.17,7.0,0.1616,7.18,41.4,89.3,0.3948,0.1465,22.55,Out To CF,65,Oracle Park,
4,575929,Willson Contreras,BOS,ATH,2026-07-28T01:40:00Z,Pre-Game,3,Jack Perkins,678022,R,61.3,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot",60.3,38.5,75.9,96.6,50.0,54.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,1,Contact streak: 8/22 over last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.32,47.25,90.6,103.1223,0.5076,0.2429,0.3783,76.77,68.96,44.7,28.56,21.4,0.2383,8.41,37.35,88.08,0.3832,0.1517,33.82,Out To CF,92,Sutter Health Park,
5,646240,Rafael Devers,SF,MIL,2026-07-28T01:45:00Z,Pre-Game,4,Brandon Sproat,687075,R,60.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",58.8,36.9,55.8,94.9,80.0,60.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.2% barrel, 11.2 HR allowed",EV profile; pitcher fly-ball pressure modest,12.85,52.32,92.66,103.0871,0.4646,0.2287,0.3376,71.81,21.69,33.49,33.53,25.9,0.2347,7.18,41.4,89.3,0.3948,0.1465,22.55,Out To CF,65,Oracle Park,
6,677800,Wilyer Abreu,BOS,ATH,2026-07-28T01:40:00Z,Pre-Game,4,Jack Perkins,678022,R,58.4,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",52.4,38.5,75.9,94.9,80.0,0.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,27,0,"Last 7 games: 2/27, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 8.9 HR allowed",fly-ball profile; pitcher allows elevated contact,12.44,43.15,90.17,101.243,0.4694,0.2173,0.3399,73.89,38.31,37.2,37.73,17.1,0.1975,8.41,37.35,88.08,0.3832,0.1517,33.82,Out To CF,92,Sutter Health Park,
7,641343,Jake Bauers,MIL,SF,2026-07-28T01:45:00Z,Pre-Game,5,Tyler Mahle,641816,R,57.7,Longshot,Watch List,"Strong Barrel, Platoon Edge",59.8,37.4,55.8,86.4,80.0,27.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,0,"Last 7 games: 6/20, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 10.6 HR allowed",EV profile; pitcher fly-ball pressure modest,13.63,51.06,92.33,103.2058,0.4591,0.2139,0.3561,76.71,71.33,39.71,29.84,14.7,0.2053,7.51,36.26,89.27,0.4053,0.1523,27.75,Out To CF,65,Oracle Park,
8,666176,Jo Adell,LAA,HOU,2026-07-28T01:38:00Z,Pre-Game,7,Tatsuya Imai,837227,R,57.6,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",52.1,53.0,67.7,64.3,50.0,80.8,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.9% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.35,45.45,90.23,102.6419,0.479,0.2169,0.3405,77.39,71.86,37.65,27.28,22.3,0.1867,10.9,45.6,89.9,0.412,0.183,25.9,Out To CF,83,Angel Stadium,
9,687263,Zach Neto,LAA,HOU,2026-07-28T01:38:00Z,Pre-Game,1,Tatsuya Imai,837227,R,57.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",48.8,53.0,67.7,93.2,50.0,15.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","same-side matchup; pitcher baseline 10.9% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.09,41.7,89.81,100.2282,0.4292,0.2132,0.3181,71.19,13.3,47.27,34.96,21.1,0.21,10.9,45.6,89.9,0.412,0.183,25.9,Out To CF,83,Angel Stadium,
10,624585,Jorge Soler,LAA,HOU,2026-07-28T01:38:00Z,Pre-Game,4,Tatsuya Imai,837227,R,55.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",41.7,53.0,67.7,94.9,50.0,21.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,29,1,"Last 7 games: 4/29, 1 HR","same-side matchup; pitcher baseline 10.9% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.75,43.26,89.07,101.8744,0.3765,0.1683,0.2968,74.7,48.69,50.84,24.75,12.0,0.172,10.9,45.6,89.9,0.412,0.183,25.9,Out To CF,83,Angel Stadium,
