rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,699013,Esmerlyn Valdez,PIT,PHI,2026-06-29T22:40:00Z,Scheduled,6,Aaron Nola,605400,R,67.0,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Hot Hitter/Streak",93.3,48.0,34.3,71.7,50.0,100.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,19,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.3% barrel, 17.3 HR allowed",EV profile; pitcher fly-ball pressure modest,33.3,66.7,94.5,104.9759,0.611,0.389,0.37,75.3,51.9,25.0,50.0,5.0,0.428,9.31,41.13,88.7,0.4282,0.1794,27.39,,,Citizens Bank Park,
2,670541,Yordan Alvarez,HOU,MIN,2026-06-30T00:10:00Z,Scheduled,2,Zebby Matthews,805673,R,66.6,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",83.8,53.2,27.6,95.5,80.0,28.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","platoon edge; pitcher baseline 10.8% barrel, 10.6 HR allowed",lift-pull EV profile; pitcher allows elevated contact,17.02,53.04,94.49,104.9835,0.6582,0.3371,0.4504,76.03,60.76,40.11,36.59,19.3,0.2585,10.81,37.89,89.69,0.4428,0.1935,32.7,,,Daikin Park,
3,701762,Nick Kurtz,ATH,LAD,2026-06-30T01:40:00Z,Scheduled,2,Eric Lauer,641778,L,64.1,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",78.1,60.0,30.9,95.5,50.0,29.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 11.0% barrel, 15.7 HR allowed",EV profile; pitcher allows elevated contact,18.64,56.49,93.96,105.7534,0.5209,0.2668,0.386,77.97,79.0,34.18,30.7,24.1,0.2709,11.04,39.45,89.34,0.4729,0.2175,38.37,,,Sutter Health Park,
4,656941,Kyle Schwarber,PHI,PIT,2026-06-29T22:40:00Z,Scheduled,2,Braxton Ashcraft,677952,R,62.0,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",84.0,23.4,34.3,95.5,80.0,59.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.0% barrel, 6.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,20.73,55.19,93.81,104.6839,0.5579,0.3071,0.3933,77.16,76.19,56.45,35.98,37.8,0.3314,4.98,38.5,89.12,0.3304,0.1101,24.62,,,Citizens Bank Park,
5,624413,Pete Alonso,BAL,CWS,2026-06-29T22:35:00Z,Scheduled,4,Sean Burke,680732,R,58.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",69.9,43.2,32.1,90.4,50.0,68.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 14.6 HR allowed",EV profile; pitcher allows elevated contact,14.63,54.33,93.99,103.8711,0.5391,0.2654,0.3825,74.88,49.55,37.83,30.53,24.7,0.2338,8.12,38.64,89.25,0.408,0.1676,31.12,,,Oriole Park at Camden Yards,
6,693307,Dillon Dingler,DET,NYY,2026-06-29T23:05:00Z,Scheduled,2,Ryan Weathers,677960,L,58.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.8,56.0,38.2,95.5,78.0,29.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 11.1% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.72,48.08,90.28,101.5088,0.5282,0.2354,0.3783,71.84,16.35,41.85,29.55,17.2,0.2303,11.07,42.41,89.53,0.4467,0.1995,28.98,,,Yankee Stadium,
7,669127,Shea Langeliers,ATH,LAD,2026-06-30T01:40:00Z,Scheduled,3,Eric Lauer,641778,L,58.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.9,60.0,30.9,92.1,78.0,10.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","platoon edge; pitcher baseline 11.0% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.33,43.92,91.32,102.3416,0.5001,0.2344,0.3539,74.85,49.19,39.32,31.17,22.6,0.2401,11.04,39.45,89.34,0.4729,0.2175,38.37,,,Sutter Health Park,
8,664040,Brandon Lowe,PIT,PHI,2026-06-29T22:40:00Z,Scheduled,2,Aaron Nola,605400,R,58.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",55.2,48.0,34.3,95.5,80.0,52.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.3% barrel, 17.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.79,46.32,90.89,101.6037,0.4745,0.2261,0.3427,73.69,39.35,46.02,34.25,23.3,0.2518,9.31,41.13,88.7,0.4282,0.1794,27.39,,,Citizens Bank Park,
9,682985,Riley Greene,DET,NYY,2026-06-29T23:05:00Z,Scheduled,4,Ryan Weathers,677960,L,57.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.0,56.0,38.2,90.4,50.0,34.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","same-side matchup; pitcher baseline 11.1% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.02,49.28,91.23,102.8831,0.4651,0.2144,0.3481,75.53,56.85,38.35,31.28,17.1,0.172,11.07,42.41,89.53,0.4467,0.1995,28.98,,,Yankee Stadium,
10,672960,Kazuma Okamoto,TOR,NYM,2026-06-29T23:07:00Z,Scheduled,4,Sean Manaea,640455,L,57.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",59.2,37.8,30.4,90.4,78.0,87.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.0% barrel, 8.1 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.6,50.0,92.0,102.8169,0.448,0.226,0.329,73.2,36.5,51.6,31.3,19.0,0.228,7.99,40.22,88.61,0.3996,0.1547,24.27,,,Rogers Centre,
11,592518,Manny Machado,SD,CHC,2026-06-30T00:05:00Z,Scheduled,3,Shota Imanaga,684007,L,57.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",48.3,56.9,29.8,92.1,78.0,64.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.2% barrel, 23.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.01,45.97,91.01,101.8061,0.4397,0.196,0.3284,74.57,43.98,40.85,26.47,18.6,0.1983,11.18,39.16,89.16,0.427,0.201,35.72,,,Wrigley Field,
