rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,808959,Munetaka Murakami,CWS,TEX,2026-08-24T23:40:00Z,Pre-Game,2,Kumar Rocker,677958,R,66.5,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",81.6,49.4,37.1,100.0,80.0,18.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,26,1,"Last 7 games: 2/26, 1 HR","platoon edge; pitcher baseline 9.1% barrel, 15.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,20.2,58.6,94.0,104.59,0.503,0.285,0.366,74.8,51.1,42.4,38.4,29.0,0.293,9.07,42.67,89.73,0.4483,0.1836,23.7,In From LF,71,Rate Field,
2,656941,Kyle Schwarber,PHI,SEA,2026-08-25T01:40:00Z,Pre-Game,1,Logan Gilbert,669302,R,65.6,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",77.7,49.2,40.4,88.7,80.0,49.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 20.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.56,54.0,93.32,104.3964,0.5264,0.284,0.3786,77.16,75.28,54.98,33.88,44.1,0.2978,9.65,41.77,90.17,0.3866,0.1617,28.75,In From LF,76,T-Mobile Park,
3,621439,Byron Buxton,MIN,ATH,2026-08-25T01:40:00Z,Pre-Game,2,Jeffrey Springs,605488,L,65.4,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",64.9,48.2,75.9,100.0,78.0,0.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 28.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,16.65,48.9,90.96,102.2327,0.4993,0.2506,0.3465,74.37,43.46,48.17,33.72,28.0,0.2681,9.22,35.9,87.88,0.4499,0.1953,32.44,Out To CF,92,Sutter Health Park,
4,701398,Sal Stewart,CIN,SF,2026-08-25T01:45:00Z,Pre-Game,2,Carson Whisenhunt,687931,L,65.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",59.2,61.0,49.8,100.0,78.0,50.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,1,Contact streak: 10/30 over last 7 games,"platoon edge; pitcher baseline 9.6% barrel, 5.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.4,43.12,91.69,101.3731,0.5187,0.2526,0.3639,72.24,26.86,39.06,32.23,20.4,0.2333,9.56,47.97,91.84,0.4967,0.2186,31.44,Out To LF,63,Oracle Park,
5,691718,Pete Crow-Armstrong,CHC,AZ,2026-08-25T01:40:00Z,Pre-Game,1,Merrill Kelly,518876,R,64.1,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",54.5,65.7,41.7,88.7,80.0,88.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,6,Hot streak: 6 HR in last 7 games,"platoon edge; pitcher baseline 11.6% barrel, 25.1 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.61,46.71,89.99,101.4874,0.4736,0.226,0.3483,74.17,43.62,49.88,35.78,32.4,0.2648,11.61,43.85,90.27,0.5171,0.2286,26.43,None,72,Chase Field,
6,682829,Elly De La Cruz,CIN,SF,2026-08-25T01:45:00Z,Pre-Game,1,Carson Whisenhunt,687931,L,61.8,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",55.2,60.5,49.8,93.2,75.0,35.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,1,"Last 7 games: 7/30, 1 HR","switch hitter; pitcher baseline 9.6% barrel, 5.3 HR allowed",EV profile; pitcher allows elevated contact,12.82,49.03,92.96,104.0322,0.4583,0.1926,0.3493,75.38,53.77,34.75,25.1,21.3,0.2012,9.56,47.97,91.84,0.4967,0.2186,31.44,Out To LF,63,Oracle Park,
7,691406,Junior Caminero,TB,DET,2026-08-24T22:40:00Z,Pre-Game,3,Framber Valdez,664285,L,61.7,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",62.6,36.4,68.6,96.6,78.0,30.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,0,Contact streak: 9/28 over last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 13.6 HR allowed",EV profile; pitcher fly-ball pressure modest,13.44,50.7,92.82,105.2851,0.4982,0.2313,0.3593,79.34,84.76,46.01,23.7,38.0,0.2605,6.35,44.48,90.38,0.3847,0.1318,18.81,Out To CF,76,Comerica Park,
8,694673,Abimelec Ortiz,WSH,COL,2026-08-24T22:45:00Z,Pre-Game,2,Ryan Feltner,663372,R,61.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",60.8,47.6,52.7,100.0,80.0,18.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,26,1,"Last 7 games: 2/26, 1 HR","platoon edge; pitcher baseline 9.1% barrel, 14.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.8,42.6,91.2,100.4523,0.515,0.273,0.335,75.4,59.8,46.8,40.4,5.0,0.274,9.07,37.87,88.25,0.4533,0.1989,29.51,L To R,80,Nationals Park,
9,665019,Kody Clemens,MIN,ATH,2026-08-25T01:40:00Z,Pre-Game,5,Jeffrey Springs,605488,L,60.0,Longshot,Watch List,"Strong Barrel, Good Environment",52.7,48.2,75.9,86.4,50.0,60.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,1,Contact streak: 10/25 over last 7 games,"same-side matchup; pitcher baseline 9.2% barrel, 28.7 HR allowed",lift-pull EV profile; pitcher allows elevated contact,11.93,46.9,92.13,101.51,0.4559,0.2076,0.3303,72.06,14.49,46.15,33.11,20.4,0.2259,9.22,35.9,87.88,0.4499,0.1953,32.44,Out To CF,92,Sutter Health Park,
10,699013,Esmerlyn Valdez,PIT,SD,2026-08-25T01:40:00Z,Scheduled,2,Robbie Ray,592662,L,59.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",70.9,49.1,22.6,95.5,78.0,16.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 19.2 HR allowed",EV profile; pitcher allows elevated contact,21.1,49.1,92.0,102.8534,0.443,0.242,0.336,74.9,51.4,36.8,42.1,14.0,0.282,8.97,40.22,89.74,0.406,0.1723,34.22,,,Petco Park,
